InventoryID,BorrowingLanguageGlottocode,BorrowedSound,SourceLanguageGlottocode,OnlyInLoanwords,Result,NewDistinction,Comments.x,Verified,Glottocode,LanguageName,BibTexKey,Filename,Contributor,Comments.y,PhoibleID,ClosestNeighbor,family_id,parent_id,name,bookkeeping,level,status,latitude,longitude,iso639P3code,description,markup_description,child_family_count,child_language_count,child_dialect_count,country_ids,glottocode,isocodes,macroarea,is_rhotic,to_analysis,another_native_rhotic,distinction_in_donor,source,rhotic_comment
5,agua1253,ɾ,"stan1288, huam1247",no,new phoneme,"tap, rhotic","there is a native phoneme /ɾ/, attested in very few words mostly onomatopeic which has an allophone /l/. the distinction between /ɾ/ and /l/ is saved in spanish loans. /ɾ/ appears in several names taken from Huambisa. the phoneme /ɾ/ is not associated with historical Chicham rhotic.",NA,agua1253,Aguaruna,overall2017aguaruna,NA,NA,NA,NA,NA,jiva1245,jiva1245,Aguaruna,FALSE,language,vulnerable,-5.30044,-77.9218,agr,NA,NA,0,0,0,PE,agua1253,agr,South America,TRUE,Yes,No,,overall2017aguaruna: 38-39,
6,musa1266,ɾ,tokp1240,no,phonologization of allophone,"flap, liquid",allophone of /d/ in native phonology,NA,musa1266,Aisi,daniels2015sogeram,NA,Einav Levanon,NA,NA,NA,nucl1709,aisi1234,Aisi,FALSE,language,definitely endangered,-5.37407,145.197,mmq,NA,NA,0,0,0,PG,musa1266,mmq,Papunesia,TRUE,Yes,No,,Daniels 2015: 771-772 (Aisi grammar sketch),
8,aleu1260,ɹ,stan1293,yes,new phoneme,rhotic,NA,Eitan Grossman,aleu1260,Aleut,bergsland1997aleut,NA,Elad Eisen,NA,NA,NA,eski1264,eski1264,Aleut,FALSE,language,definitely endangered,52.1228,-174.29,ale,NA,NA,0,0,2,RU US,aleu1260,ale,North America,TRUE,Yes,Yes,No,"Knut Bergsland, Aleut Grammar: 16-19",
32,nucl1310,r,pali1273,yes,new phoneme,unknown,NA,NA,nucl1310,Burmese,wheatley2003burmese,NA,Eitan Grossman,NA,NA,NA,sino1245,oldm1246,Burmese,FALSE,language,definitely endangered,20.7926,93.9665,mya,NA,NA,0,0,3,BD MM TH,nucl1310,mya,Eurasia,TRUE,Yes,No,,Wheatley (2003: 198-199),
36,cent2142,r,stan1288,yes,new phoneme,trill,NA,NA,cent2142,Central Aymara,hardman2001aymara,NA,NA,NA,NA,NA,ayma1253,nucl1667,Central Aymara,FALSE,language,vulnerable,-17,-68.5,ayr,NA,NA,0,0,0,AR BO CL PE,cent2142,ayr,South America,TRUE,Yes,Yes,Yes,Hardman 2001: 16-17,"[r̝] seems to be an allophone of /r/. /r/ contrasts with /ɾ/ (in the speech of bilinguals), the way it does in Spanish."
36,cent2142,r̝,"stan1288, quec1387",no,phonologization of allophone,trill,defined as 'voiced sibilant trill'. Appears also as an allophone of native /ɾ/ in the environment of /s/.,NA,cent2142,Central Aymara,hardman2001aymara,NA,NA,NA,NA,NA,ayma1253,nucl1667,Central Aymara,FALSE,language,vulnerable,-17,-68.5,ayr,NA,NA,0,0,0,AR BO CL PE,cent2142,ayr,South America,TRUE,Yes,Yes,Yes,Hardman 2001: 16-17,"[r̝] seems to be an allophone of /r/. /r/ contrasts with /ɾ/ (in the speech of bilinguals), the way it does in Spanish."
39,lish1247,ʁ,arab1395,yes,phonologization of allophone,to be checked,NA,NA,lish1247,Challa Neo-Aramaic (Jewish NENA),fassberg2010challa,NA,KurdistanDB,NA,NA,NA,afro1255,nort3242,Lishana Deni,FALSE,language,definitely endangered,31.7745,35.2225,lsd,NA,NA,0,0,8,IL,lish1247,lsd,Eurasia,TRUE,Yes,Yes,Yes,fassberg2010challa: 11-12,
41,chil1281,ɽ,stan1293,yes,new phoneme,to be checked,Found only in ad hoc borrowings (code-switches),NA,chil1281,Chiliwack,galloway1977chilliwack,NA,Eitan Grossman,NA,NA,NA,sali1255,halk1245,Chiliwack,FALSE,dialect,safe,NA,NA,NA,NA,NA,0,0,0,NA,chil1281,NA,North America,TRUE,Yes,No,,galloway1977chilliwack: 1:2,Not sure whether a trill or an approximant
44,chol1282,r,stan1288,yes,new phoneme,no,NA,NA,chol1282,Chol,vasquez2011chol,NA,Eitan Grossman,NA,NA,NA,maya1287,chol1281,Chol,FALSE,language,safe,17.4897,-92.4698,ctu,NA,NA,0,0,0,MX,chol1282,ctu,North America,TRUE,Yes,No,,vasquez2011chol: 35,
45,chol1284,r,stan1288,yes,new phoneme,to be checked,NA,NA,chol1284,Cholón,adelaar2004cholon,NA,Eitan Grossman,NA,NA,NA,hibi1242,hibi1242,Cholón,FALSE,language,extinct,-9.23129,-75.9621,cht,NA,NA,0,0,0,PE,chol1284,cht,South America,TRUE,Yes,No,,adelaar2004cholon: 464,
54,cupe1243,ɾ,tong1329,yes,new phoneme,tap,probably from Tongva via Luiseño,NA,cupe1243,Cupeño,hill2005cupeno,NA,NA,NA,NA,NA,utoa1244,cahu1263,Cupeño,FALSE,language,extinct,33.3148,-116.515,cup,NA,NA,0,0,0,US,cupe1243,cup,North America,TRUE,Yes,No,,"hill2005cupeno: 12, 17",
74,gant1244,ɾ,tokp1240,yes,new phoneme,rhotic,[ɾ] is an allophone of /t/ in native phonology.,NA,gant1244,Gants,daniels2015sogeram,NA,Einav Levanon,NA,NA,NA,nucl1709,east2767,Gants,FALSE,language,safe,-5.28113,144.771,gao,NA,NA,0,0,0,PG,gant1244,gao,Papunesia,TRUE,Yes,No,,daniels2015sogeram: 989-991,
83,guer1243,r,stan1288,yes,new phoneme,to be checked,NA,NA,guer1243,Guerrero Amuzgo,steward2000guerreroamuzgo,NA,Eitan Grossman,NA,NA,NA,otom1299,amuz1254,Guerrero Amuzgo,FALSE,language,vulnerable,16.77226,-98.18953,amu,NA,NA,0,0,0,MX,guer1243,amu,North America,TRUE,Yes,No,,steward2000guerreroamuzgo: 364-365,
83,guer1243,ɾ,stan1288,yes,new phoneme,to be checked,NA,NA,guer1243,Guerrero Amuzgo,steward2000guerreroamuzgo,NA,Eitan Grossman,NA,NA,NA,otom1299,amuz1254,Guerrero Amuzgo,FALSE,language,vulnerable,16.77226,-98.18953,amu,NA,NA,0,0,0,MX,guer1243,amu,North America,TRUE,Yes,No,,steward2000guerreroamuzgo: 364-365,
101,kala1399,ɹ̺,dani1285,yes,new phoneme,unknown,Apico-postalveolar voiced /r/,NA,kala1399,Kalaallisut,fortescue1984kalallisuut,NA,Eitan Grossman,NA,NA,NA,eski1264,gree1280,Kalaallisut,FALSE,language,vulnerable,69.3761,-52.864,kal,NA,NA,0,0,0,GL,kala1399,kal,Eurasia,TRUE,Yes,Yes,No,fortescue1984kalallisuut: 334-335,
103,kaur1271,ɽ,stan1306,yes,new phoneme,no,Source language: Papuan Malay?,NA,kaur1271,Kaure-Narau,auri1991kaure,NA,Einav Levanon,NA,NA,NA,NA,NA,Kaure-Narau,FALSE,language,definitely endangered,-3.39188,140.14,bpp,NA,NA,0,0,0,ID,kaur1271,bpp,Papunesia,TRUE,Yes,No,,auri1991kaure: 105,
116,komi1269,rʲ,russ1263,yes,unknown,unknown,NA,NA,komi1269,Komi-Permyak,majshev1940komi_permjak,NA,Dmitry Nikolaev,NA,NA,NA,ural1272,komi1267,Komi-Permyak,FALSE,language,vulnerable,59.6602,54.7959,koi,NA,NA,0,0,3,RU,komi1269,koi,Eurasia,TRUE,Yes,Yes,Yes,majshev1940komi_permjak: 9-10,
117,komi1277,rʲ,russ1263,yes,unknown,unknown,NA,NA,komi1277,Komi-Yazva,lytkin1961komi_yazva,NA,Dmitry Nikolaev,NA,NA,NA,ural1272,komi1267,Komi-Yazva,FALSE,language,definitely endangered,60.717,55.756,NA,NA,NA,0,0,0,RU,komi1277,NA,Eurasia,TRUE,Yes,Yes,Yes,lytkin1961komi_yazva: 35-36,
118,komi1268,rʲ,russ1263,yes,unknown,unknown,NA,NA,komi1268,Komi-Zyrian,lytkin1955komi,NA,Dmitry Nikolaev,NA,NA,NA,ural1272,komi1267,Komi-Zyrian,FALSE,language,critically endangered,64.0527,54.946,kpv,NA,NA,0,0,0,RU,komi1268,kpv,Eurasia,TRUE,Yes,Yes,Yes,lytkin1955komi: 14-16,
119,kona1242,ɾ,tokp1240,no,phonologization of allophone,no,"allophone of /ɭ/, appears as a separate phoneme only in names taken from Tok Pisin",NA,kona1242,Konai,aarsjo2016konai,NA,Einav Levanon,NA,NA,NA,east2433,east2433,Konai,FALSE,language,safe,-5.66011,142.069,kxw,NA,NA,0,0,0,PG,kona1242,kxw,Papunesia,TRUE,Yes,No,,aarsjo2016konai: 17-20,
135,maka1317,r,"macr1272, tetu1245",unknown,new phoneme,trill,NA,NA,maka1317,Makasai,correia2011makasae,NA,Einav Levanon,NA,NA,NA,timo1261,maka1316,Makasai,FALSE,dialect,safe,NA,NA,NA,NA,NA,0,0,0,NA,maka1317,NA,Papunesia,TRUE,Yes,Yes,Yes,"correia2011makasae: 25, 37-40",
137,mamm1241,ɾ,stan1288,mostly,new phoneme,tap,has an allophone /r/,NA,mamm1241,Mam,england1983mam,NA,NA,NA,NA,NA,maya1287,mame1240,Mam,FALSE,language,vulnerable,14.8034,-91.7231,mam,NA,NA,0,0,0,GT MX,mamm1241,mam,North America,TRUE,Yes,No,,"england1983mam: 24, 29",
150,miga1241,r,tokp1240,yes,phonologization of allophone,trill,allophone of /l/ in native phonology (northern dialect),NA,miga1241,Migabac,migabac2005mcevoy,NA,Einav Levanon,NA,NA,NA,nucl1709,moma1244,Migabac,FALSE,language,safe,-6.33237,147.713,mpp,NA,NA,0,0,3,PG,miga1241,mpp,Papunesia,TRUE,Yes,No,,"migabac2005mcevoy: 263-265, 283",
174,ocot1243,ɾ,stan1288,yes,new phoneme,no,NA,NA,ocot1243,Ocotepec Mixtec,alexander1988ocotepecmixtec,NA,Eitan Grossman,NA,NA,NA,otom1299,west2824,Ocotepec Mixtec,FALSE,language,vulnerable,17.1823,-97.751,mie,NA,NA,0,0,1,MX,ocot1243,mie,North America,TRUE,Yes,No,,alexander1988ocotepecmixtec: 158,
174,ocot1243,r,stan1288,yes,new phoneme,no,NA,NA,ocot1243,Ocotepec Mixtec,alexander1988ocotepecmixtec,NA,Eitan Grossman,NA,NA,NA,otom1299,west2824,Ocotepec Mixtec,FALSE,language,vulnerable,17.1823,-97.751,mie,NA,NA,0,0,1,MX,ocot1243,mie,North America,TRUE,Yes,No,,alexander1988ocotepecmixtec: 158,
178,olut1240,ɾ,stan1288,mostly,new phoneme,to be checked,"The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words. Source language: Spanish?",NA,olut1240,Oluta Popoluca,zavala2000olutec,NA,Eitan Grossman,NA,NA,NA,mixe1284,mixe1286,Oluta Popoluca,FALSE,language,severely endangered,17.8937,-94.8863,plo,NA,NA,0,0,0,MX,olut1240,plo,North America,TRUE,Yes,No,,zavala2000olutec: 10,
178,olut1240,r,unknown,mostly,new phoneme,to be checked,"The phonemes /l/, /r/ and /rr/ only occur in onomatopoetic words, sound symbolic words and loan words.",NA,olut1240,Oluta Popoluca,zavala2000olutec,NA,Eitan Grossman,NA,NA,NA,mixe1284,mixe1286,Oluta Popoluca,FALSE,language,severely endangered,17.8937,-94.8863,plo,NA,NA,0,0,0,MX,olut1240,plo,North America,TRUE,Yes,No,,zavala2000olutec: 10,
206,soch1239,ɾ,stan1288,no,new phoneme,tap,phoneme appears in onomatopeia and one explative,NA,soch1239,Sochiapam Chinantec,foris1993sochiapamchinantec,NA,NA,NA,NA,NA,otom1299,chin1486,Sochiapam Chinantec,FALSE,language,definitely endangered,17.7985,-96.6079,cso,NA,NA,0,0,0,MX,soch1239,cso,North America,TRUE,Yes,No,,foris1993sochiapamchinantec: 20-21,
217,sout2808,r,unknown,unknown,phonologization of allophone,to be checked,"[r] occurs as an allophone of /t/ and /d/ in postnasal contexts, but outside of those contexts it is clear Sotho-Tswana influence. Whether allophonic [n(d)r] occurred before the introduction of /r/ is unknown at this point, so whether this was a case of the introduction of a new phoneme or phonologization of an allophone is not certain. Source language: Northern Sotho or Tswana",NA,sout2808,Sumayela Ndebele,ndebele1959ziervogel,NA,Elad Eisen,NA,NA,NA,atla1278,ngun1276,Sumayela Ndebele,FALSE,language,safe,-25.6272,29.048,nbl,NA,NA,0,0,0,ZA,sout2808,nbl,Africa,TRUE,Yes,No,,"ndebele1959ziervogel: 17, 32-33",
235,tlac1235,ɾ,stan1288,mostly,new phoneme,to be checked,NA,NA,tlac1235,Tlachichilco Tepehua,watters1988tlachichilcotepehua,NA,Eitan Grossman,NA,NA,NA,toto1251,tepe1243,Tlachichilco Tepehua,FALSE,language,definitely endangered,20.704,-98.1947,tpt,NA,NA,0,0,0,MX,tlac1235,tpt,North America,TRUE,Yes,No,,watters1988tlachichilcotepehua: 488,
238,jeme1245,r,stan1288,yes,new phoneme,to be checked,Source language: Spanish?,NA,jeme1245,Towa,yumitani1998jemeztowa,NA,Eitan Grossman,NA,NA,NA,kiow1265,kiow1265,Towa,FALSE,language,definitely endangered,35.5994,-106.766,tow,NA,NA,0,0,0,US,jeme1245,tow,North America,TRUE,Yes,No,,yumitani1998jemeztowa: 10,
258,want1252,r,"stan1293, tokp1240",yes,new phoneme,trill,exact pronounciation is not given,NA,want1252,Wantoat,dangepnana2012wantoat,NA,Einav Levanon,NA,NA,NA,nucl1709,want1253,Wantoat,FALSE,language,definitely endangered,-6.15216,146.513,wnc,NA,NA,0,0,4,PG,want1252,wnc,Papunesia,TRUE,Yes,No,,dangepnana2012wantoat: 6,
285,assa1263,rʰ,sans1269,yes,new phoneme,no,[rʰ] is a Sanskrit remnant and occurs only in a select few words in the careful speech of educated people,NA,assa1263,Assamese,mahanta2012assamese,NA,Eitan Grossman,NA,NA,NA,indo1319,assa1262,Assamese,FALSE,language,safe,26.0876,91.2932,asm,NA,NA,0,0,4,BD BT IN,assa1263,asm,Eurasia,TRUE,Yes,Yes,Yes,mahanta2012assamese: 218-219,"from Sanskrit, which has distinctiove aspiration in its rhotics. see PHOIBLE"
291,wich1264,r,stan1288,yes,new phoneme,to be checked,(only attested in the loanword tractor > tractorwo),NA,wich1264,Wichí Lhamtés Güisnay (Misón La Paz dialect),1984_Avram2008,1984_Avram2008.pdf,Ezequiel Koile,NA,1984,NA,mata1289,wich1261,Wichí Lhamtés Güisnay,FALSE,language,vulnerable,-23.1633,-62.1757,mzh,NA,NA,0,0,0,AR BO PY,wich1264,mzh,South America,TRUE,Yes,No,,avram2008wichi: 80,
323,nubi1253,ɽ,"suda1235, stan1293",unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes.""",NA,nubi1253,Nubi,kcn_wellens2003,kcn_wellens2003_phon.pdf,Elad Eisen,NA,967,NA,afro1255,suda1235,Nubi,FALSE,language,definitely endangered,-0.183215,34.7552,kcn,NA,NA,0,0,0,KE UG US,nubi1253,kcn,Africa,TRUE,No,,,wellens2003nubi: 39,"doesn't seem to be borrowed, see wellens2003nubi: 39"
359,food1238,r,arab1395,yes,new phoneme,rhotic,NA,NA,food1238,Foodo,1310_foodo,foodo.pdf,Elad Eisen,NA,1310,NA,atla1278,giky1241,Foodo,FALSE,language,safe,9.56489,1.40486,fod,NA,NA,0,0,0,BJ TG,food1238,fod,Africa,TRUE,Yes,No,,plunkett2009foodo: 111,
371,anem1249,r,"lusi1240, kove1237, tokp1240",no,phonologization of allophone,rhotic,allophone of /d/ in native phonology.,NA,anem1249,Anem,"thurston1976anem, thurston1982anem",NA,Einav Levanon,NA,NA,NA,NA,NA,Anem,FALSE,language,definitely endangered,-5.54836,148.993,anz,NA,NA,0,0,0,PG,anem1249,anz,Papunesia,TRUE,Yes,No,,thurston1982anem: 91,
373,aral1243,ɾ,indo1316,no,phonologization of allophone,rhotic,allophone of /d/ in native phonology.,NA,aral1243,Aralle-Tabulahan,mckenzie1991aralletabulahan,NA,Einav Levanon,NA,NA,NA,aust1307,mata1312,Aralle-Tabulahan,FALSE,language,safe,-2.78397,119.319,atq,NA,NA,0,0,3,ID,aral1243,atq,Papunesia,TRUE,Yes,No,,"mckenzie1991aralletabulahan: 102-106, 147",
404,helo1243,r,"kupa1239, uabm1237",no,phonologization of allophone,rhotic,in young people's speech appears as an allophone of /d/.,NA,helo1243,Helong,steinhauer1996metathesis,NA,Einav Levanon,NA,NA,NA,aust1307,west2545,Helong,FALSE,language,vulnerable,-10.2647,123.377,heg,NA,NA,0,0,3,ID,helo1243,heg,Papunesia,TRUE,Yes,No,,steinhauer1996metathesis: 472,
406,hiww1237,r,"bisl1239, loto1240",yes,new phoneme,rhotic,historical rhotic changed to a prestopped velar lateral /g͡L/.,NA,hiww1237,Hiw,franccois2010hiw,NA,Einav Levanon,NA,NA,NA,aust1307,hiwl1234,Hiw,FALSE,language,definitely endangered,-13.126367,166.584857,hiw,NA,NA,0,0,0,VU,hiww1237,hiw,Papunesia,TRUE,Yes,No,,"franccois2010hiw: 396, 420-421",
415,kaga1255,r,stan1288,yes,new phoneme,rhotic,[ɾ] appears as an allophone of /d/ in native phonology.,NA,kaga1255,Kagan Kalagan,wendel1978kagankalagan,NA,Einav Levanon,NA,NA,NA,aust1307,kaga1259,Kagan Kalagan,FALSE,language,safe,7.10698,125.61,kll,NA,NA,0,0,0,PH,kaga1255,kll,Papunesia,TRUE,Yes,No,,"wendel1978kagankalagan: 193, 202",
416,kaga1256,r,stan1288,no,phonologization of allophone,rhotic,allophone of /d/ in native phonology.,NA,kaga1256,Kagayanen,harmon1977kagayanen,NA,Einav Levanon,NA,NA,NA,aust1307,nort2884,Kagayanen,FALSE,language,safe,10.4656,119.872,cgc,NA,NA,0,0,0,PH,kaga1256,cgc,Papunesia,TRUE,Yes,No,,harmon1977kagayanen: 21,
